Selected Model,N-gram Order,Validation Macro F1,Test Accuracy,Test Macro Precision,Test Macro Recall,Test Macro F1,Test Weighted F1,Test Inference Time (s)
Kneser-Ney Bigram,2,0.5847083511441742,0.8569353667392883,0.6422421206461231,0.5771925110073426,0.5937660480849052,0.8595609825869368,4.657894772999498
